variable,id,group,value
Census Tract 8060.01,17031801606,min45,7.52883635
Census Tract 8060.03,17031801607,min45,8.004105566
Census Tract 8013,17031801608,min45,7.962161035
Census Tract 8014,17031801701,min45,7.181119449
Census Tract 8016.03,17031801702,min45,7.155824082
Census Tract 8017.01,17031801800,min45,7.734473368
Census Tract 8060.04,17031801901,min45,7.668407106
Census Tract 8063,17031801902,min45,7.56966078
Census Tract 8064,17031802002,min45,7.894783182
Census Tract 8065.01,17031802003,min45,7.26195353
Census Tract 2715,17031802004,min45,7.964266433
Census Tract 2922,17031802100,min45,7.867342665
Census Tract 2924,17031802200,min45,7.978710903
Census Tract 2925,17031802300,min45,7.769980321
Census Tract 8067,17031802402,min45,7.209803041
Census Tract 8068.01,17031802403,min45,4.379839257
Census Tract 8068.02,17031802404,min45,4.186478345
Census Tract 8069,17031802503,min45,4.456049013
Census Tract 8070,17031802504,min45,6.834283233
Census Tract 8019.01,17031802505,min45,7.399350792
Census Tract 8019.02,17031802506,min45,7.244426963
Census Tract 8021,17031802605,min45,7.254344385
Census Tract 8022,17031802607,min45,7.248388776
Census Tract 2718,17031802608,min45,7.139268469
Census Tract 2801,17031802609,min45,7.456636565
Census Tract 3012,17031802610,min45,7.419145316
Census Tract 3006,17031802701,min45,7.297735705
Census Tract 3007,17031802702,min45,7.547092783
Census Tract 3011,17031802801,min45,7.173175548
Census Tract 4805,17031802802,min45,7.479628149
Census Tract 4903,17031802900,min45,6.926376529
Census Tract 4905,17031803005,min45,5.877308988
Census Tract 8027.02,17031803007,min45,4.276808903
Census Tract 5202,17031803008,min45,6.953987517
Census Tract 5203,17031803010,min45,4.314729192
Census Tract 5204,17031803012,min45,6.741696179
Census Tract 5205,17031803013,min45,4.321469333
Census Tract 5206,17031803014,min45,7.256587297
Census Tract 6605,17031803015,min45,7.156792804
Census Tract 6606,17031803016,min45,6.876928637
Census Tract 6607,17031803017,min45,7.047595908
Census Tract 6608,17031803100,min45,7.064934513
Census Tract 6609,17031803200,min45,7.090145549
Census Tract 6610,17031803300,min45,7.352378625
Census Tract 8023,17031803400,min45,7.28237669
Census Tract 8024.02,17031803500,min45,7.168462383
Census Tract 8025.03,17031803603,min45,3.270582503
Census Tract 8025.04,17031803604,min45,3.705676531
Census Tract 2809,17031803605,min45,6.399366063
Census Tract 3016,17031803606,min45,6.540958157
Census Tract 4906,17031803607,min45,7.054406036
Census Tract 4907,17031803608,min45,2.728431223
Census Tract 4908,17031803610,min45,3.600963862
Census Tract 4910,17031803611,min45,3.759599583
Census Tract 4911,17031803612,min45,6.740864334
Census Tract 5302,17031803701,min45,4.378157028
Census Tract 5303,17031803702,min45,6.415101412
Census Tract 5304,17031803800,min45,7.282006036
Census Tract 5306,17031803901,min45,6.537001291
Census Tract 5601,17031803902,min45,7.092371235
Census Tract 6702,17031804000,min45,7.100156996
Census Tract 6703,17031804102,min45,6.30035053
Census Tract 6704,17031804104,min45,2.449719013
Census Tract 6611,17031804105,min45,3.740967833
Census Tract 6701,17031804106,min45,7.121296067
Census Tract 6706,17031804108,min45,7.183683023
Census Tract 6707,17031804109,min45,7.075609102
Census Tract 6708,17031804201,min45,2.437200445
Census Tract 6709,17031804202,min45,2.204995419
Census Tract 8027.01,17031804305,min45,2.376704387
Census Tract 2609,17031804306,min45,2.484927014
Census Tract 2610,17031804308,min45,3.052242119
Census Tract 2819,17031804309,min45,2.725097408
Census Tract 3102,17031804310,min45,2.908517354
Census Tract 3103,17031804311,min45,2.525287895
Census Tract 3104,17031804403,min45,2.227798396
Census Tract 3105,17031804404,min45,1.835421759
Census Tract 4912,17031804405,min45,1.881184999
Census Tract 4913,17031804406,min45,1.71128374
Census Tract 4914,17031804505,min45,3.040541509
Census Tract 5001,17031804506,min45,2.52984553
Census Tract 5002,17031804507,min45,2.099898405
Census Tract 5003,17031804508,min45,4.096856915
Census Tract 5602,17031804509,min45,2.724679298
Census Tract 5603,17031804510,min45,4.103142162
Census Tract 5607,17031804511,min45,4.631725819
Census Tract 5608,17031804603,min45,7.402144124
Census Tract 5609,17031804606,min45,7.131458936
Census Tract 5610,17031804607,min45,7.180482228
Census Tract 8017.02,17031804608,min45,6.882081699
Census Tract 8357,17031804609,min45,7.207718153
Census Tract 103,17031804610,min45,7.127713636
Census Tract 104,17031804611,min45,5.16667313
Census Tract 106,17031804701,min45,6.129057989
Census Tract 201,17031804705,min45,3.97536319
Census Tract 2808,17031804706,min45,3.875346036
Census Tract 4203,17031804709,min45,6.369342547
Census Tract 8066,17031804710,min45,3.169753988
Census Tract 8065.02,17031804711,min45,3.224365887
Census Tract 8059.02,17031804712,min45,3.111871165
Census Tract 1002,17031804713,min45,6.873992666
Census Tract 8048.05,17031804714,min45,6.873362348
Census Tract 202,17031804715,min45,6.745748047
Census Tract 8042.02,17031804716,min45,3.971458091
Census Tract 8047.01,17031804803,min45,6.806320353
Census Tract 8036.05,17031804804,min45,5.142311761
Census Tract 1302,17031804805,min45,2.984957136
Census Tract 8043.06,17031804806,min45,4.482074575
Census Tract 204,17031804807,min45,4.894613234
Census Tract 802.02,17031804808,min45,4.47132679
Census Tract 2402,17031804809,min45,6.091957468
Census Tract 8241.05,17031804810,min45,5.349033251
Census Tract 6118,17031804901,min45,7.53145516
Census Tract 8299.01,17031804902,min45,8.063371914
Census Tract 602,17031805001,min45,7.527080274
Census Tract 2212,17031805002,min45,8.158842388
Census Tract 8265,17031805105,min45,8.123999904
Census Tract 8253.02,17031805106,min45,7.551924493
Census Tract 8241.07,17031805107,min45,8.136489678
Census Tract 8302.02,17031805108,min45,8.062468476
Census Tract 612,17031805109,min45,8.060026267
Census Tract 8082,17031805110,min45,7.50403599
Census Tract 302,17031805111,min45,8.295157232
Census Tract 303,17031805112,min45,8.295157232
Census Tract 304,17031805201,min45,7.960168831
Census Tract 309,17031805202,min45,7.982396254
Census Tract 310,17031805301,min45,8.283903796
Census Tract 8236.03,17031805302,min45,8.146907007
Census Tract 8224,17031805401,min45,8.35851211
Census Tract 8157.02,17031805402,min45,8.220886322
Census Tract 6006,17031805501,min45,8.384935224
Census Tract 8179,17031805502,min45,8.390909911
Census Tract 8119,17031805600,min45,8.61422729
Census Tract 4206,17031805701,min45,8.867316188
Census Tract 1101,17031805702,min45,9.074241669
Census Tract 314,17031805801,min45,8.665434254
Census Tract 409,17031805802,min45,8.726434645
Census Tract 502,17031805901,min45,8.997861097
Census Tract 503,17031805902,min45,8.199550715
Census Tract 8116,17031806001,min45,8.19636399
Census Tract 8186,17031806002,min45,8.301461306
Census Tract 8048.07,17031806003,min45,8.289802567
Census Tract 8018,17031806004,min45,8.265398175
Census Tract 8004,17031806102,min45,7.50339747
Census Tract 717,17031806103,min45,8.108144352
Census Tract 318,17031806104,min45,8.029278765
Census Tract 8190,17031806201,min45,8.307784951
Census Tract 8245.06,17031806202,min45,8.364454224
Census Tract 8239.03,17031806300,min45,8.212783127
Census Tract 8157.01,17031806400,min45,8.361655346
Census Tract 8029,17031806501,min45,8.7502348
Census Tract 317,17031806502,min45,8.726550031
Census Tract 6104,17031806600,min45,8.852756584
Census Tract 6714,17031806700,min45,7.642053899
Census Tract 506,17031806801,min45,7.723586976
Census Tract 505,17031806802,min45,7.915651217
Census Tract 8239.04,17031806900,min45,7.91482603
Census Tract 8201.03,17031807000,min45,8.289864523
Census Tract 8058.01,17031807100,min45,7.626228166
Census Tract 716,17031807200,min45,7.690972035
Census Tract 8285.05,17031807300,min45,8.274005233
Census Tract 8300.04,17031807400,min45,8.36521139
Census Tract 8285.03,17031807500,min45,8.244996146
Census Tract 8020.02,17031807600,min45,8.280436983
Census Tract 8262.02,17031807700,min45,8.63391749
Census Tract 4904,17031807800,min45,8.682817413
Census Tract 8184.01,17031807900,min45,8.715323102
Census Tract 8016.05,17031808001,min45,8.643221871
Census Tract 8007,17031808002,min45,8.362031663
Census Tract 623,17031808100,min45,8.558228957
Census Tract 8231.02,17031808200,min45,8.314924191
Census Tract 6304,17031808301,min45,8.331601677
Census Tract 101,17031808302,min45,8.268843227
Census Tract 8228.02,17031808400,min45,8.186589789
Census Tract 8279.02,17031808500,min45,8.2828984
Census Tract 8299.02,17031808600,min45,7.997482533
Census Tract 8084,17031808702,min45,6.673750522
Census Tract 6806,17031808800,min45,6.616544654
Census Tract 8030.10,17031808900,min45,7.412787854
Census Tract 8045.05,17031809000,min45,7.509332599
Census Tract 8046.06,17031809100,min45,7.075869177
Census Tract 8047.12,17031809200,min45,7.336481795
Census Tract 8078,17031809300,min45,6.696145184
Census Tract 8111,17031809400,min45,7.082831231
Census Tract 305,17031809500,min45,7.362828032
Census Tract 8288.01,17031809600,min45,7.464852008
Census Tract 8205.01,17031809700,min45,7.512274986
Census Tract 8147,17031809800,min45,7.491819459
Census Tract 8191,17031809900,min45,7.190017384
Census Tract 7705,17031810000,min45,7.445937208
Census Tract 205,17031810100,min45,7.536199367
Census Tract 813,17031810200,min45,7.579786748
Census Tract 810,17031810301,min45,7.625613439
Census Tract 1301,17031810302,min45,7.604923588
Census Tract 1702,17031810400,min45,9.124018902
Census Tract 1703,17031810501,min45,8.851593793
Census Tract 1704,17031810502,min45,8.618704311
Census Tract 1705,17031810600,min45,8.610138072
Census Tract 1706,17031810701,min45,8.813306284
Census Tract 1707,17031810702,min45,8.936496044
Census Tract 1708,17031810800,min45,8.532819206
Census Tract 2514,17031810900,min45,8.969894482
Census Tract 2603,17031811000,min45,8.926107636
Census Tract 2605,17031811100,min45,8.636997533
Census Tract 2606,17031811200,min45,8.730084562
Census Tract 2607,17031811301,min45,9.322501581
Census Tract 2608,17031811302,min45,8.609720256
Census Tract 507,17031811401,min45,8.786478709
Census Tract 509,17031811402,min45,8.891000994
Census Tract 510,17031811500,min45,8.85627105
Census Tract 511,17031811600,min45,9.125240155
Census Tract 512,17031811701,min45,8.968827816
Census Tract 1709,17031811702,min45,9.189637891
Census Tract 1710,17031811800,min45,9.44153662
Census Tract 1711,17031811900,min45,9.065018287
Census Tract 1801,17031812000,min45,9.212272056
Census Tract 1901,17031812100,min45,8.567251434
Census Tract 2222,17031812200,min45,9.053277698
Census Tract 2225,17031812301,min45,9.207964844
Census Tract 2226,17031812302,min45,9.211275738
Census Tract 2515,17031812400,min45,8.772872168
Census Tract 2516,17031812500,min45,8.744924382
Census Tract 2517,17031812600,min45,8.866270628
Census Tract 2518,17031812700,min45,9.219544097
Census Tract 2519,17031812801,min45,9.319801034
Census Tract 2520,17031812802,min45,9.259031604
Census Tract 1303,17031812900,min45,9.320115993
Census Tract 1902,17031813000,min45,9.250240691
Census Tract 1903,17031813100,min45,9.294478828
Census Tract 1908,17031813200,min45,9.242803885
Census Tract 2601,17031813301,min45,9.059149036
Census Tract 2602,17031813302,min45,9.249538272
Census Tract 5301,17031813400,min45,8.95932997
Census Tract 618,17031813500,min45,9.00818301
Census Tract 8282.01,17031813600,min45,8.899529397
Census Tract 8250,17031813701,min45,9.106193217
Census Tract 8243,17031813702,min45,9.277605294
Census Tract 8246.01,17031813801,min45,9.357492195
Census Tract 8185,17031813802,min45,9.217954726
Census Tract 8234,17031813900,min45,8.744547022
Census Tract 8215,17031814000,min45,8.870815377
Census Tract 4102,17031814100,min45,8.987474682
Census Tract 8036.06,17031814200,min45,8.908890735
Census Tract 2229,17031814300,min45,8.348757163
Census Tract 2410,17031814400,min45,8.347695358
Census Tract 8254,17031814500,min45,8.49568583
Census Tract 8300.05,17031814600,min45,8.97721785
Census Tract 8245.05,17031814700,min45,9.261764478
Census Tract 8248,17031814800,min45,9.008936388
Census Tract 8036.08,17031814900,min45,8.907566941
Census Tract 1909,17031815000,min45,9.108180922
Census Tract 1912,17031815100,min45,8.876723466
Census Tract 2001,17031815200,min45,8.751488481
Census Tract 2002,17031815300,min45,8.776284689
Census Tract 2003,17031815400,min45,8.663950097
Census Tract 2227,17031815500,min45,8.226938234
Census Tract 2301,17031815600,min45,8.948336654
Census Tract 2302,17031815701,min45,8.91279161
Census Tract 2303,17031815702,min45,8.763402803
Census Tract 2304,17031815800,min45,8.583490697
Census Tract 2305,17031815900,min45,9.318104888
Census Tract 3511,17031816000,min45,9.411671791
Census Tract 8275,17031816100,min45,9.549981548
Census Tract 8076,17031816200,min45,9.123437558
Census Tract 8042.01,17031816300,min45,8.771392674
Census Tract 8262.01,17031816401,min45,8.90446608
Census Tract 8230.01,17031816402,min45,8.798196933
Census Tract 8202.01,17031816500,min45,9.375518919
Census Tract 8202.02,17031816600,min45,9.366366038
Census Tract 6117,17031816700,min45,9.453593742
Census Tract 5502,17031816800,min45,9.790430642
Census Tract 8197,17031816900,min45,9.16089125
Census Tract 3005,17031817000,min45,9.163889291
Census Tract 8161,17031817101,min45,9.488157411
Census Tract 8187,17031817102,min45,9.205394611
Census Tract 8173,17031817200,min45,9.063941626
Census Tract 3815,17031817300,min45,8.944721209
Census Tract 4205,17031817400,min45,8.957161166
Census Tract 8115,17031817500,min45,9.097887441
Census Tract 815,17031817600,min45,9.700416045
Census Tract 816,17031817700,min45,9.813078341
Census Tract 817,17031817900,min45,9.347409851
Census Tract 818,17031818000,min45,8.973763919
Census Tract 819,17031818100,min45,9.2739039
Census Tract 2228,17031818200,min45,9.412990252
Census Tract 508,17031818300,min45,9.5520066
Census Tract 2101,17031818401,min45,9.576658076
Census Tract 2104,17031818402,min45,9.398825338
Census Tract 2307,17031818500,min45,9.308455673
Census Tract 2308,17031818600,min45,8.188888879
Census Tract 2309,17031818700,min45,8.650966325
Census Tract 8205.02,17031818800,min45,8.632641229
Census Tract 8209.01,17031818900,min45,9.097378337
Census Tract 8232,17031819000,min45,9.224690094
Census Tract 8233.04,17031819100,min45,8.377801852
Census Tract 8207,17031819200,min45,8.801381991
Census Tract 8226.02,17031819300,min45,8.830473126
Census Tract 6705,17031819400,min45,8.62617592
Census Tract 8201.04,17031819500,min45,9.395833093
Census Tract 5808,17031819600,min45,8.984746845
Census Tract 8051.09,17031819700,min45,8.847929015
Census Tract 8118,17031819801,min45,9.312950099
Census Tract 3807,17031819802,min45,8.687362878
Census Tract 7703,17031819900,min45,8.824416809
Census Tract 8046.03,17031820000,min45,9.085029308
Census Tract 1201,17031820101,min45,8.832589859
Census Tract 2306,17031820103,min45,8.808088593
Census Tract 2423,17031820104,min45,8.710534633
Census Tract 2422,17031820201,min45,8.871618195
Census Tract 321,17031820202,min45,8.533445075
Census Tract 8283,17031820300,min45,8.587302271
Census Tract 8249,17031820400,min45,8.404581539
Census Tract 8278.01,17031820501,min45,8.20281386
